DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
03/19/2016,14:39,MANHATTAN,10011,40.7323159,-74.0005124,"(40.732316, -74.000512)",AVENUE OF THE AMERICAS,WASHINGTON PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405909,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/19/2016,17:35,MANHATTAN,10014,40.7338443,-74.0102151,"(40.733844, -74.010215)",WEST STREET,CHARLES STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405910,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/19/2016,12:13,MANHATTAN,10011,40.7317065,-74.0009562,"(40.731707, -74.000956)",AVENUE OF THE AMERICAS,WEST 4 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405911,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/17/2016,12:20,MANHATTAN,10014,40.7297052,-74.0092078,"(40.729705, -74.009208)",CLARKSON STREET,WASHINGTON STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405912,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/17/2016,7:45,MANHATTAN,10011,40.7341384,-73.9991845,"(40.734138, -73.999184)",AVENUE OF THE AMERICAS,WEST 9 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405913,PASSENGER VEHICLE,,,,
03/20/2016,12:36,MANHATTAN,10011,40.7373607,-73.996839,"(40.737361, -73.996839)",WEST 14 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405915,PASSENGER VEHICLE,,,,
03/20/2016,9:45,MANHATTAN,10014,40.7294941,-74.0069744,"(40.729494, -74.006974)",HUDSON STREET,CLARKSON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405916,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/20/2016,12:05,MANHATTAN,10012,40.7287944,-74.0004366,"(40.728794, -74.000437)",SULLIVAN STREET,BLEECKER STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405917,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/19/2016,2:00,MANHATTAN,10014,40.7343387,-74.0023923,"(40.734339, -74.002392)",7 AVENUE SOUTH,WEST 10 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405918,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/20/2016,6:30,MANHATTAN,10012,40.7287944,-74.0004366,"(40.728794, -74.000437)",BLEECKER STREET,SULLIVAN STREET,,0,0,0,0,0,0,0,0,,,,,,3405919,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/21/2016,8:40,MANHATTAN,10003,40.7346735,-73.9945839,"(40.734674, -73.994584)",EAST 12 STREET,5 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3405920,,,,,
03/21/2016,15:20,MANHATTAN,10014,40.7294941,-74.0069744,"(40.729494, -74.006974)",HUDSON STREET,CLARKSON STREET,,1,0,0,0,0,0,1,0,Tire Failure/Inadequate,Tire Failure/Inadequate,,,,3405921,PASSENGER VEHICLE,,,,
03/21/2016,8:25,MANHATTAN,10014,40.7329142,-74.0039763,"(40.732914, -74.003976)",BLEECKER STREET,GROVE STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405922,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/21/2016,22:50,,,,,,WEST HOUSTON STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405923,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/21/2016,18:20,MANHATTAN,10011,40.73539,-73.9982752,"(40.73539, -73.998275)",WEST 11 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405924,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/22/2016,5:40,MANHATTAN,10012,40.725432,-73.996771,"(40.725432, -73.996771)",WEST HOUSTON STREET,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405925,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/22/2016,21:18,MANHATTAN,10012,40.7296864,-73.9986037,"(40.729686, -73.998604)",WEST 3 STREET,THOMPSON STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3405926,PASSENGER VEHICLE,BICYCLE,,,
03/20/2016,5:15,MANHATTAN,10011,40.7378658,-74.000184,"(40.737866, -74.000184)",7 AVENUE,WEST 13 STREET,,0,0,0,0,0,0,0,0,Illness,Illness,,,,3405914,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/11/2016,9:30,MANHATTAN,10014,40.7311356,-74.0029442,"(40.731136, -74.002944)",CORNELIA STREET,BLEECKER STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3405928,PASSENGER VEHICLE,,,,
03/22/2016,14:15,MANHATTAN,10014,40.7310643,-74.0014108,"(40.731064, -74.001411)",WEST 3 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,,,,,,3405929,,,,,
03/23/2016,12:15,MANHATTAN,10014,40.7409424,-74.0074808,"(40.740942, -74.007481)",WASHINGTON STREET,WEST 13 STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Oversized Vehicle,Oversized Vehicle,,,3405930,PASSENGER VEHICLE,PICK-UP TRUCK,OTHER,,
03/23/2016,16:10,MANHATTAN,10014,40.7338443,-74.0102151,"(40.733844, -74.010215)",WEST STREET,CHARLES STREET,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405931,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/24/2016,23:45,MANHATTAN,10012,40.7257971,-73.9976116,"(40.725797, -73.997612)",MERCER STREET,WEST HOUSTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3405932,PASSENGER VEHICLE,,,,
03/14/2016,13:45,MANHATTAN,10014,40.7336333,-74.0027856,"(40.733633, -74.002786)",7 AVENUE SOUTH,CHRISTOPHER STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405933,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/24/2016,23:30,MANHATTAN,10014,40.7327687,-74.0032546,"(40.732769, -74.003255)",,,91 7 AVENUE SOUTH,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405934,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/24/2016,21:20,MANHATTAN,10014,40.729335,-74.0052244,"(40.729335, -74.005224)",VARICK STREET,CLARKSON STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3405935,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/25/2016,19:50,MANHATTAN,10014,40.7344815,-74.0013892,"(40.734482, -74.001389)",WEST 10 STREET,WAVERLY PLACE,,0,0,0,0,0,0,0,0,Illness,Illness,,,,3405936,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/25/2016,18:30,MANHATTAN,10012,40.7265271,-73.9958437,"(40.726527, -73.995844)",BLEECKER STREET,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405937,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/25/2016,20:15,MANHATTAN,10014,40.7340093,-74.0045609,"(40.734009, -74.004561)",WEST 10 STREET,BLEECKER STREET,,0,0,0,0,0,0,0,0,Obstruction/Debris,Obstruction/Debris,,,,3405938,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,11:30,MANHATTAN,10014,40.7381427,-74.0081552,"(40.738143, -74.008155)",WASHINGTON STREET,JANE STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405939,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,13:04,MANHATTAN,10014,40.7340942,-74.0084903,"(40.734094, -74.00849)",CHARLES STREET,WASHINGTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405940,PASSENGER VEHICLE,,,,
03/27/2016,21:40,MANHATTAN,10003,40.7290083,-73.9937473,"(40.729008, -73.993747)",BROADWAY,WASHINGTON PLACE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3405941,PASSENGER VEHICLE,BICYCLE,,,
03/27/2016,14:30,MANHATTAN,10003,40.7297769,-73.9953095,"(40.729777, -73.995309)",GREENE STREET,WASHINGTON PLACE,,0,0,0,0,0,0,0,0,,,,,,3405942,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,12:00,MANHATTAN,10014,40.7369571,-74.0064988,"(40.736957, -74.006499)",GREENWICH STREET,BETHUNE STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405944,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,16:20,MANHATTAN,10014,40.7368392,-74.0037131,"(40.736839, -74.003713)",BANK STREET,WEST 4 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405945,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2016,12:55,,,,,,AVENUE OF THE AMERICAS,WEST HOUSTON STREET,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,3405946,PASSENGER VEHICLE,,,,
03/28/2016,23:10,,,,,,BLEECKER STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3405947,PASSENGER VEHICLE,OTHER,,,
03/27/2016,19:45,MANHATTAN,10014,40.7322225,-74.0035541,"(40.732223, -74.003554)",BLEECKER STREET,7 AVENUE SOUTH,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405948,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/29/2016,0:15,MANHATTAN,10014,40.7322225,-74.0035541,"(40.732223, -74.003554)",7 AVENUE SOUTH,BLEECKER STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405949,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,17:20,MANHATTAN,10014,40.7287722,-74.0070897,"(40.728772, -74.00709)",WEST HOUSTON STREET,HUDSON STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405950,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2016,8:38,MANHATTAN,10012,40.7287944,-74.0004366,"(40.728794, -74.000437)",SULLIVAN STREET,BLEECKER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405951,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/29/2016,11:45,MANHATTAN,10011,40.7381155,-74.0000144,"(40.738116, -74.000014)",,,48 7 AVENUE,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405952,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
03/27/2016,22:30,MANHATTAN,10011,40.7317065,-74.0009562,"(40.731707, -74.000956)",WEST 4 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405953,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/05/2016,13:00,MANHATTAN,10032,40.8332138,-73.946814,"(40.833214, -73.946814)",,,633 WEST 155 STREET,0,0,0,0,0,0,0,0,Oversized Vehicle,Oversized Vehicle,,,,3410631,PASSENGER VEHICLE,,,,
03/29/2016,13:34,MANHATTAN,10014,40.7350689,-74.0019702,"(40.735069, -74.00197)",7 AVENUE SOUTH,CHARLES STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405954,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/30/2016,11:10,MANHATTAN,10014,40.7365344,-74.0058276,"(40.736534, -74.005828)",HUDSON STREET,BANK STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405955,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
03/30/2016,8:15,MANHATTAN,10011,40.7336114,-73.9995562,"(40.733611, -73.999556)",AVENUE OF THE AMERICAS,WEST 8 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405956,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/30/2016,18:59,,,,,,9 AVENUE,WEST 14 STREET,,0,0,0,0,0,0,0,0,,,,,,3405957,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/31/2016,10:30,MANHATTAN,10014,40.7367294,-74.004543,"(40.736729, -74.004543)",,,69 BANK STREET,0,0,0,0,0,0,0,0,,,,,,3405958,PASSENGER VEHICLE,,,,
03/31/2016,18:00,MANHATTAN,10014,40.7310643,-74.0014108,"(40.731064, -74.001411)",AVENUE OF THE AMERICAS,WEST 3 STREET,,1,0,1,0,0,0,0,0,Passenger Distraction,,,,,3405959,PASSENGER VEHICLE,,,,
03/31/2016,10:51,MANHATTAN,10011,40.736035,-73.9978061,"(40.736035, -73.997806)",AVENUE OF THE AMERICAS,WEST 12 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405960,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,9:38,MANHATTAN,10003,40.7300073,-73.9929137,"(40.730007, -73.992914)",,,741 BROADWAY,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405961,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,13:00,MANHATTAN,10003,40.7315966,-73.9947898,"(40.731597, -73.99479)",UNIVERSITY PLACE,EAST 8 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3405962,PASSENGER VEHICLE,,,,
04/01/2016,20:15,MANHATTAN,10014,40.7299223,-74.0049214,"(40.729922, -74.004921)",,,10 7 AVENUE SOUTH,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3405963,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2016,10:20,MANHATTAN,10014,40.7340586,-74.0062532,"(40.734059, -74.006253)",,,525 HUDSON STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3405965,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,8:00,MANHATTAN,10014,40.7307183,-74.0044596,"(40.730718, -74.00446)",7 AVENUE SOUTH,BEDFORD STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405966,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2016,21:10,,,,,,HUDSON STREET,8 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405967,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2016,3:00,MANHATTAN,10012,40.7257971,-73.9976116,"(40.725797, -73.997612)",MERCER STREET,WEST HOUSTON STREET,,0,0,0,0,0,0,0,0,Outside Car Distraction,,,,,3405968,PASSENGER VEHICLE,,,,
04/03/2016,4:10,MANHATTAN,10014,40.740023,-74.0052902,"(40.740023, -74.00529)",HUDSON STREET,WEST 13 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Traffic Control Disregarded,,,3405969,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/03/2016,4:30,MANHATTAN,10011,40.7397514,-74.0025224,"(40.739751, -74.002522)",WEST 14 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,,,,,,3405970,PASSENGER VEHICLE,OTHER,,,
04/03/2016,15:13,MANHATTAN,10014,40.7360016,-74.010035,"(40.736002, -74.010035)",BANK STREET,WEST STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405971,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2016,21:15,MANHATTAN,10011,40.7373607,-73.996839,"(40.737361, -73.996839)",AVENUE OF THE AMERICAS,WEST 14 STREET,,2,0,0,0,0,0,2,0,Turning Improperly,Turning Improperly,,,,3405972,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
04/04/2016,1:45,MANHATTAN,10003,40.7356561,-73.9938585,"(40.735656, -73.993858)",,,65 5 AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405973,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2016,19:30,MANHATTAN,10014,40.7359608,-74.0051275,"(40.735961, -74.005127)",WEST 11 STREET,BLEECKER STREET,,0,0,0,0,0,0,0,0,,,,,,3405974,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/04/2016,11:14,MANHATTAN,10014,40.730946,-74.0067364,"(40.730946, -74.006736)",HUDSON STREET,MORTON STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405975,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/05/2016,8:20,MANHATTAN,10014,40.7369678,-74.0099521,"(40.736968, -74.009952)",BETHUNE STREET,WEST STREET,,0,0,0,0,0,0,0,0,,,,,,3405976,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/05/2016,11:40,MANHATTAN,10014,40.7415298,-74.007055,"(40.74153, -74.007055)",,,874 WASHINGTON STREET,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3405977,PASSENGER VEHICLE,,,,
04/05/2016,10:24,MANHATTAN,10011,40.7358237,-73.9992964,"(40.735824, -73.999296)",,,131 WEST 11 STREET,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405978,OTHER,PASSENGER VEHICLE,,,
04/06/2016,2:51,,,,,,WAVERLY PLACE,GROVE STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3405979,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/06/2016,15:00,MANHATTAN,10014,40.7332161,-74.0030309,"(40.733216, -74.003031)",7 AVENUE SOUTH,GROVE STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405980,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/06/2016,10:30,MANHATTAN,10014,40.7291123,-74.0106725,"(40.729112, -74.010672)",WEST STREET,WEST HOUSTON STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3405981,PASSENGER VEHICLE,BICYCLE,,,
04/06/2016,10:30,MANHATTAN,10014,40.7291123,-74.0106725,"(40.729112, -74.010672)",WEST STREET,WEST HOUSTON STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3405982,PASSENGER VEHICLE,BICYCLE,,,
04/01/2016,9:50,MANHATTAN,10014,40.7310643,-74.0014108,"(40.731064, -74.001411)",AVENUE OF THE AMERICAS,WEST 3 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405983,PASSENGER VEHICLE,OTHER,,,
04/04/2016,10:40,MANHATTAN,10011,40.7378658,-74.000184,"(40.737866, -74.000184)",WEST 13 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405984,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/04/2016,10:40,MANHATTAN,10011,40.7378658,-74.000184,"(40.737866, -74.000184)",7 AVENUE,WEST 13 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405985,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/06/2016,12:20,MANHATTAN,10003,40.7346735,-73.9945839,"(40.734674, -73.994584)",WEST 12 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Illness,Illness,,,,3405986,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/06/2016,21:00,MANHATTAN,10012,40.7284238,-73.9996789,"(40.728424, -73.999679)",THOMPSON STREET,BLEECKER STREET,,2,0,0,0,1,0,1,0,Lost Consciousness,Lost Consciousness,,,,3405987,MOTORCYCLE,BICYCLE,,,
04/05/2016,18:49,MANHATTAN,10012,40.7284238,-73.9996789,"(40.728424, -73.999679)",THOMPSON STREET,BLEECKER STREET,,0,0,0,0,0,0,0,0,,,,,,3405988,PASSENGER VEHICLE,OTHER,,,
04/06/2016,16:00,MANHATTAN,10011,40.738552,-73.9996824,"(40.738552, -73.999682)",WEST 14 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405989,PASSENGER VEHICLE,OTHER,,,
04/07/2016,10:42,MANHATTAN,10003,40.7315966,-73.9947898,"(40.731597, -73.99479)",EAST 8 STREET,UNIVERSITY PLACE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3405990,PASSENGER VEHICLE,,,,
04/07/2016,12:00,MANHATTAN,10014,40.7310643,-74.0014108,"(40.731064, -74.001411)",WEST 3 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,,,,,,3405991,AMBULANCE,PASSENGER VEHICLE,,,
04/07/2016,0:00,MANHATTAN,10011,40.736669,-73.9973406,"(40.736669, -73.997341)",AVENUE OF THE AMERICAS,WEST 13 STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405992,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2016,22:00,MANHATTAN,10003,40.735214,-73.9917152,"(40.735214, -73.991715)",EAST 14 STREET,UNIVERSITY PLACE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3405993,PASSENGER VEHICLE,BICYCLE,,,
04/08/2016,11:00,MANHATTAN,10014,40.7344402,-74.006181,"(40.73444, -74.006181)",CHARLES STREET,HUDSON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405994,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2016,13:52,MANHATTAN,10014,40.7357219,-74.0067982,"(40.735722, -74.006798)",GREENWICH STREET,WEST 11 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405995,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2016,19:00,MANHATTAN,10011,40.7347834,-73.9987154,"(40.734783, -73.998715)",WEST 10 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Passenger Distraction,Passenger Distraction,,,,3405996,PASSENGER VEHICLE,BICYCLE,,,
04/07/2016,19:50,MANHATTAN,10011,40.7336114,-73.9995562,"(40.733611, -73.999556)",AVENUE OF THE AMERICAS,WEST 8 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405997,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2016,20:14,MANHATTAN,10014,40.7387549,-74.0064593,"(40.738755, -74.006459)",GREENWICH STREET,HORATIO STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3405998,PASSENGER VEHICLE,,,,
04/09/2016,0:15,MANHATTAN,10014,40.733054,-74.0064082,"(40.733054, -74.006408)",CHRISTOPHER STREET,HUDSON STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405999,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/09/2016,2:26,MANHATTAN,10012,40.7276608,-74.0013891,"(40.727661, -74.001389)",WEST HOUSTON STREET,SULLIVAN STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3406000,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/09/2016,0:30,MANHATTAN,10012,40.725432,-73.996771,"(40.725432, -73.996771)",BROADWAY,WEST HOUSTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3406001,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2016,16:45,MANHATTAN,10014,40.7286048,-74.0053146,"(40.728605, -74.005315)",VARICK STREET,WEST HOUSTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3406002,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/09/2016,23:15,MANHATTAN,10014,40.7310643,-74.0014108,"(40.731064, -74.001411)",AVENUE OF THE AMERICAS,WEST 3 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3406003,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2016,11:25,MANHATTAN,10011,40.7347834,-73.9987154,"(40.734783, -73.998715)",AVENUE OF THE AMERICAS,WEST 10 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3406004,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2016,12:15,MANHATTAN,10011,40.7352472,-73.9959659,"(40.735247, -73.995966)",,,40 WEST 12 STREET,0,0,0,0,0,0,0,0,,,,,,3406005,PASSENGER VEHICLE,,,,
04/10/2016,17:17,MANHATTAN,10014,40.7287037,-74.0026735,"(40.728704, -74.002673)",,,251 AVENUE OF THE AMERICAS,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3406006,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2016,17:30,MANHATTAN,10012,40.7304302,-74.0001227,"(40.73043, -74.000123)",MAC DOUGAL STREET,WEST 3 STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3406007,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2016,16:41,MANHATTAN,10014,40.7332161,-74.0030309,"(40.733216, -74.003031)",GROVE STREET,7 AVENUE SOUTH,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,3406008,PASSENGER VEHICLE,,,,
04/09/2016,14:44,MANHATTAN,10014,40.7342946,-74.0071625,"(40.734295, -74.007162)",GREENWICH STREET,CHARLES STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3406009,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2016,1:40,MANHATTAN,10014,40.7402618,-74.005864,"(40.740262, -74.005864)",9 AVENUE,WEST 13 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3406010,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
